,bigram,count
727,"('PutObject', 'to')",1474
728,"('GotoLocation', 'walking')",1472
729,"('HeatObject', 'egg')",1469
730,"('SliceObject', 'refrigerator')",1468
731,"('GotoLocation', 'ladle')",1463
732,"('PutObject', 'bin.')",1459
733,"('GotoLocation', 'throw')",1446
734,"('PickupObject', 'heated')",1436
735,"('ToggleObject', 'around')",1433
736,"('PutObject', 'cell')",1424
737,"('GotoLocation', 'pink')",1423
738,"('CoolObject', 'move')",1422
739,"('CoolObject', 'front')",1421
740,"('PickupObject', 'cook')",1416
741,"('GotoLocation', 'burner')",1414
742,"('PickupObject', 'knife.')",1410
743,"('CoolObject', 'forward')",1407
744,"('PickupObject', 'first')",1406
745,"('HeatObject', 'front')",1406
746,"('CleanObject', 'move')",1405
747,"('GotoLocation', 'tank')",1402
748,"('PickupObject', 'metal')",1401
749,"('PickupObject', 'sliced')",1399
750,"('PickupObject', 'maker')",1399
751,"('PutObject', 'watch')",1390
752,"('GotoLocation', 'washed')",1388
753,"('GotoLocation', 'plate.')",1386
754,"('HeatObject', 'door')",1378
755,"('SliceObject', 'room')",1369
756,"('PutObject', 'rag')",1369
757,"('PutObject', 'first')",1368
758,"('GotoLocation', 'sofa.')",1367
759,"('GotoLocation', 'couple')",1362
760,"('HeatObject', 'mug')",1362
761,"('SliceObject', 'inside')",1360
762,"('CleanObject', 'table')",1360
763,"('GotoLocation', 'alarm')",1353
764,"('PickupObject', 'night')",1347
765,"('GotoLocation', 'tea')",1345
766,"('PutObject', 'toward')",1344
767,"('SliceObject', 'piece')",1343
768,"('GotoLocation', 'putting')",1338
769,"('PutObject', 'cross')",1334
770,"('PickupObject', 'shaker')",1329
771,"('CoolObject', 'chill')",1326
772,"('GotoLocation', 'nightstand')",1323
773,"('PickupObject', 'maker.')",1323
774,"('PutObject', 'chill')",1321
775,"('GotoLocation', 'use')",1317
776,"('PickupObject', 'bath')",1317
777,"('PutObject', 'sofa')",1312
778,"('GotoLocation', 'find')",1309
779,"('PickupObject', 'clock')",1307
780,"('GotoLocation', 'foot')",1307
781,"('GotoLocation', 'dishwasher.')",1305
782,"('GotoLocation', 'begin')",1304
783,"('PutObject', 'shaker')",1300
784,"('GotoLocation', 'grey')",1298
785,"('HeatObject', 'fridge.')",1289
786,"('GotoLocation', 'purple')",1287
787,"('GotoLocation', 'way')",1284
788,"('HeatObject', 'coffee')",1284
789,"('GotoLocation', 'proceed')",1282
790,"('SliceObject', 'head')",1277
791,"('PutObject', 'cd')",1276
792,"('GotoLocation', 'tall')",1273
793,"('HeatObject', 'inside')",1269
794,"('PutObject', 'newspaper')",1268
795,"('PutObject', 'shut')",1267
796,"('PickupObject', 'bread.')",1263
797,"('PutObject', 'metal')",1254
798,"('HeatObject', 'cup')",1249
799,"('PickupObject', 'get')",1248
800,"('PutObject', 'knife.')",1248
801,"('PickupObject', 'garbage')",1243
802,"('PickupObject', 'bit')",1235
803,"('CoolObject', 'microwave.')",1234
804,"('PutObject', 'sliced')",1233
805,"('CoolObject', 'inside')",1233
806,"('PickupObject', 'wall.')",1229
807,"('GotoLocation', 'directly')",1229
808,"('GotoLocation', 'sinks.')",1223
809,"('SliceObject', 'white')",1221
810,"('SliceObject', 'trash')",1218
811,"('PickupObject', 'dining')",1217
812,"('PickupObject', 'cloth')",1215
813,"('PickupObject', 'slices.')",1213
814,"('CoolObject', 'coffee')",1209
815,"('GotoLocation', 'computer')",1208
816,"('GotoLocation', 'cabinets')",1202
817,"('PickupObject', 'top.')",1201
818,"('PickupObject', 'cooked')",1196
819,"('GotoLocation', 'safe')",1195
820,"('PickupObject', 'light')",1194
821,"('CleanObject', 'front')",1190
822,"('PickupObject', 'seconds')",1187
823,"('SliceObject', 'kitchen')",1185
824,"('GotoLocation', 'nightstand.')",1183
825,"('PutObject', 'room.')",1182
826,"('ToggleObject', 'go')",1181
827,"('PickupObject', 'oven')",1174
828,"('GotoLocation', 'television')",1171
829,"('HeatObject', 'heated')",1169
830,"('PickupObject', 'toaster')",1165
831,"('PickupObject', 'ahead')",1164
832,"('PutObject', 'heated')",1163
833,"('CleanObject', 'slice')",1162
834,"('ToggleObject', 'desk')",1161
835,"('PutObject', 'cook')",1158
836,"('CoolObject', 'shelf')",1154
837,"('CoolObject', 'pan')",1154
838,"('GotoLocation', 'tissues')",1152
839,"('GotoLocation', 'seat')",1149
840,"('HeatObject', 'towards')",1148
841,"('SliceObject', 'top')",1144
842,"('CleanObject', 'table.')",1144
843,"('PutObject', 'bath')",1143
844,"('SliceObject', 'stove')",1142
845,"('GotoLocation', 'lotion')",1140
846,"('CleanObject', 'lettuce')",1140
847,"('PutObject', 'maker')",1137
848,"('SliceObject', 'pan')",1136
849,"('PickupObject', 'island.')",1135
850,"('SliceObject', 'across')",1134
851,"('PickupObject', 'slightly')",1129
852,"('GotoLocation', 'box.')",1129
853,"('PickupObject', 'large')",1125
854,"('PickupObject', 'laptop')",1122
855,"('GotoLocation', 'bottle.')",1118
856,"('GotoLocation', 'approach')",1117
857,"('PickupObject', 'cool')",1117
858,"('SliceObject', 'side')",1112
859,"('GotoLocation', 'machine')",1112
860,"('GotoLocation', 'pepper')",1112
861,"('PickupObject', 'tomato.')",1110
862,"('GotoLocation', 'dishwasher')",1109
863,"('GotoLocation', 'cleaned')",1108
864,"('ToggleObject', 'face')",1107
865,"('ToggleObject', 'light')",1107
866,"('GotoLocation', 'rack.')",1106
867,"('CleanObject', 'forward')",1095
868,"('PickupObject', 'gray')",1093
869,"('GotoLocation', 'container')",1089
870,"('CoolObject', 'door.')",1088
871,"('GotoLocation', 'forwards')",1087
872,"('SliceObject', 'stove.')",1087
873,"('CoolObject', 'head')",1085
874,"('PickupObject', 'out.')",1081
875,"('GotoLocation', 'holder')",1077
876,"('PutObject', 'top.')",1077
877,"('PickupObject', 'tissue')",1068
878,"('PutObject', 'bread.')",1065
879,"('HeatObject', 'trash')",1064
880,"('PutObject', 'bit')",1059
881,"('PickupObject', 'corner.')",1058
882,"('CoolObject', 'towards')",1057
883,"('GotoLocation', 'microwaved')",1055
884,"('HeatObject', 'kitchen')",1055
885,"('GotoLocation', 'control')",1053
886,"('PickupObject', 'toaster.')",1053
887,"('GotoLocation', 'another')",1052
888,"('GotoLocation', 'cushion')",1052
889,"('PutObject', 'dining')",1051
890,"('PickupObject', 'far')",1050
891,"('PutObject', 'garbage')",1050
892,"('PutObject', 'wall.')",1046
893,"('GotoLocation', 'turning')",1043
894,"('PickupObject', 'cupboard')",1041
895,"('CleanObject', 'bar')",1041
896,"('PutObject', 'toaster')",1038
897,"('PutObject', 'maker.')",1029
898,"('GotoLocation', 'water.')",1029
899,"('PickupObject', 'again.')",1028
900,"('PutObject', 'slices.')",1026
901,"('PutObject', 'cloth')",1026
902,"('PickupObject', 'vase')",1023
903,"('PickupObject', 'up.')",1016
904,"('PickupObject', 'hand')",1015
905,"('GotoLocation', 'holding')",1014
906,"('GotoLocation', 'gold')",1014
907,"('PutObject', 'night')",1010
908,"('PutObject', 'get')",1005
909,"('PickupObject', 'empty')",1004
910,"('PickupObject', 'rinse')",1004
911,"('PutObject', 'oven')",1003
912,"('PickupObject', 'cold')",1002
913,"('GotoLocation', 'square')",1001
914,"('PutObject', 'tomato.')",999
915,"('PickupObject', 'beside')",998
916,"('GotoLocation', 'shelving')",997
917,"('GotoLocation', 'fill')",997
918,"('SliceObject', 'refrigerator.')",995
919,"('GotoLocation', 'bowl.')",994
920,"('GotoLocation', 'rightmost')",991
921,"('GotoLocation', 'burner.')",991
922,"('CoolObject', 'mug')",989
923,"('GotoLocation', 'basin.')",984
924,"('PutObject', 'island.')",984
925,"('PutObject', 'slightly')",983
926,"('PutObject', 'ahead')",982
927,"('PutObject', 'cooked')",982
928,"('PutObject', 'gray')",976
929,"('PickupObject', 'pillow')",974
930,"('PutObject', 'cupboard')",974
931,"('PutObject', 'seconds')",973
932,"('PickupObject', 'wine')",971
933,"('GotoLocation', 'with')",964
934,"('PickupObject', 'lettuce.')",962
935,"('SliceObject', 'shelf')",960
936,"('GotoLocation', 'bathtub.')",960
937,"('GotoLocation', 'arm')",955
938,"('GotoLocation', 'leftmost')",951
939,"('GotoLocation', 'underneath')",949
940,"('PutObject', 'large')",949
941,"('PutObject', 'tissue')",948
942,"('PutObject', 'toaster.')",947
943,"('GotoLocation', 'containing')",946
944,"('HeatObject', 'room')",945
945,"('GotoLocation', 'hold')",941
946,"('CoolObject', 'bowl')",931
947,"('GotoLocation', 'upper')",929
948,"('GotoLocation', 'sinks')",926
949,"('CoolObject', 'kitchen')",926
950,"('PickupObject', 'cardboard')",924
951,"('PutObject', 'empty')",923
952,"('GotoLocation', 'dispenser')",921
953,"('CoolObject', 'stove.')",918
954,"('GotoLocation', 'wet')",917
955,"('PickupObject', 'reach')",916
956,"('SliceObject', 'black')",914
957,"('PickupObject', 'make')",909
958,"('CleanObject', 'rinse')",905
959,"('GotoLocation', 'cup.')",901
960,"('GotoLocation', 'shelves.')",898
961,"('PutObject', 'wine')",898
962,"('PutObject', 'out.')",898
963,"('CleanObject', 'tomato')",898
964,"('PickupObject', 'kettle')",896
965,"('GotoLocation', 'frying')",895
966,"('HeatObject', 'remove')",895
967,"('PickupObject', 'statue')",894
968,"('PickupObject', 'sitting')",893
969,"('GotoLocation', 'recycling')",893
970,"('PickupObject', 'apple.')",893
971,"('PutObject', 'clock')",891
972,"('PutObject', 'again.')",890
973,"('GotoLocation', 'drawers')",889
974,"('PutObject', 'far')",888
975,"('PickupObject', 'potato.')",887
976,"('GotoLocation', 'faucet')",887
977,"('PutObject', 'beside')",885
978,"('GotoLocation', 'cooled')",885
979,"('CoolObject', 'cup')",882
980,"('SliceObject', 'step')",876
981,"('SliceObject', 'end')",872
982,"('PutObject', 'cool')",870
983,"('GotoLocation', 'rinsed')",867
984,"('GotoLocation', 'tray')",862
985,"('HeatObject', 'door.')",862
986,"('GotoLocation', 'ottoman')",860
987,"('PickupObject', 'examine')",858
988,"('PutObject', 'lettuce.')",855
989,"('ToggleObject', 'examine')",854
990,"('HeatObject', 'white')",854
991,"('GotoLocation', 'standing')",851
992,"('PickupObject', 'bathroom')",850
993,"('CoolObject', 'white')",848
994,"('PutObject', 'vase')",846
995,"('GotoLocation', 'window.')",845
996,"('CoolObject', 'top')",841
997,"('HeatObject', 'cook')",841
998,"('PutObject', 'kettle')",840
999,"('PutObject', 'up.')",838
1000,"('HeatObject', 'stove')",838
1001,"('PickupObject', 'slices')",836
1002,"('ToggleObject', 'floor')",828
1003,"('GotoLocation', 'there.')",827
1004,"('CleanObject', 'towards')",827
1005,"('PickupObject', 'silver')",824
1006,"('PickupObject', 'wait')",824
1007,"('PutObject', 'rinse')",823
1008,"('PickupObject', 'drop')",821
1009,"('PutObject', 'cardboard')",818
1010,"('CleanObject', 'side')",816
1011,"('PickupObject', 'window')",813
1012,"('PickupObject', 'away')",812
1013,"('PickupObject', 'side.')",809
1014,"('GotoLocation', 'closer')",808
1015,"('CoolObject', 'stove')",806
1016,"('PickupObject', 'shelves')",804
1017,"('PutObject', 'hand')",804
1018,"('PickupObject', 'onto')",802
1019,"('GotoLocation', 'mug.')",802
1020,"('GotoLocation', 'veer')",801
1021,"('GotoLocation', 'living')",797
1022,"('SliceObject', 'it.')",796
1023,"('GotoLocation', 'tv.')",792
1024,"('GotoLocation', 'cards')",792
1025,"('PutObject', 'apple.')",792
1026,"('GotoLocation', 'basin')",792
1027,"('PutObject', 'cold')",790
1028,"('GotoLocation', 'moment')",787
1029,"('SliceObject', 'remove')",786
1030,"('GotoLocation', 'soap.')",784
1031,"('PutObject', 'bathroom')",782
1032,"('HeatObject', 'plate')",781
1033,"('CoolObject', 'room')",777
1034,"('HeatObject', 'black')",777
1035,"('GotoLocation', 'pan.')",776
1036,"('GotoLocation', 'hot')",776
1037,"('CleanObject', 'potato')",775
1038,"('GotoLocation', 'half')",774
1039,"('PickupObject', 'warm')",774
1040,"('PutObject', 'potato.')",774
1041,"('CleanObject', 'apple')",771
1042,"('HeatObject', 'head')",770
1043,"('SliceObject', 'next')",769
1044,"('SliceObject', 'right.')",768
1045,"('GotoLocation', 'let')",768
1046,"('GotoLocation', 'bathtub')",768
1047,"('PickupObject', 'bottles')",768
1048,"('GotoLocation', 'twice')",767
1049,"('CoolObject', 'cool')",766
1050,"('ToggleObject', 'table.')",765
1051,"('PutObject', 'drop')",763
1052,"('PutObject', 'bottles')",763
1053,"('CleanObject', 'kitchen')",763
1054,"('PutObject', 'corner.')",759
1055,"('PickupObject', 'inside.')",758
1056,"('SliceObject', 'left.')",758
1057,"('PutObject', 'slices')",757
1058,"('CoolObject', 'pot')",756
1059,"('GotoLocation', 'ottoman.')",755
1060,"('HeatObject', 'cabinet')",755
1061,"('GotoLocation', 'pot.')",754
1062,"('PickupObject', 'opposite')",752
1063,"('CleanObject', 'cabinet')",748
1064,"('PutObject', 'laptop')",744
1065,"('PutObject', 'onto')",744
1066,"('GotoLocation', 'sponge.')",744
1067,"('GotoLocation', 'clear')",743
1068,"('CleanObject', 'open')",743
1069,"('SliceObject', 'you.')",742
1070,"('PickupObject', 'floor.')",740
1071,"('PutObject', 'shelves')",739
1072,"('PutObject', 'silver')",738
1073,"('CleanObject', 'rag')",738
1074,"('PickupObject', 'oven.')",737
1075,"('PutObject', 'away')",734
1076,"('ToggleObject', 'desk.')",732
1077,"('HeatObject', 'across')",732
1078,"('PickupObject', 'stop')",730
1079,"('PickupObject', 'cabbage')",727
1080,"('HeatObject', 'cut')",727
1081,"('ToggleObject', 'room')",726
1082,"('PickupObject', 'lower')",726
1083,"('GotoLocation', 'pieces.')",726
1084,"('PutObject', 'side.')",726
1085,"('CleanObject', 'spoon')",725
1086,"('CleanObject', 'sponge')",724
1087,"('PickupObject', 'sofa.')",723
1088,"('PickupObject', 'walking')",722
1089,"('CleanObject', 'microwave')",719
1090,"('PutObject', 'reach')",714
1091,"('PutObject', 'make')",714
1092,"('HeatObject', 'cooked')",713
1093,"('GotoLocation', 'waste')",711
1094,"('PickupObject', 'handle')",707
1095,"('PickupObject', 'plate.')",706
1096,"('GotoLocation', 'shaker.')",706
1097,"('CoolObject', 'plate')",706
1098,"('PickupObject', 'nightstand')",702
1099,"('PickupObject', 'tank.')",702
1100,"('CleanObject', 'fridge')",702
1101,"('CoolObject', 'remove')",702
1102,"('PickupObject', 'alarm')",699
1103,"('GotoLocation', 'laptop.')",699
1104,"('CoolObject', 'cabinet')",696
1105,"('GotoLocation', 'dish')",691
1106,"('CoolObject', 'refrigerator.')",690
1107,"('PutObject', 'lower')",688
1108,"('HeatObject', 'side')",686
1109,"('GotoLocation', 'space')",685
1110,"('ToggleObject', 'move')",682
1111,"('ToggleObject', 'forward')",682
1112,"('SliceObject', 'door.')",681
1113,"('CleanObject', 'head')",680
1114,"('ToggleObject', 'side')",677
1115,"('PickupObject', 'burner')",677
1116,"('PutObject', 'inside.')",675
1117,"('PickupObject', 'on.')",674
1118,"('CoolObject', 'cold')",674
1119,"('PickupObject', 'rack')",673
1120,"('PickupObject', 'ladle')",672
1121,"('HeatObject', 'stove.')",672
1122,"('GotoLocation', 'spoon.')",671
1123,"('PickupObject', 'tank')",668
1124,"('CoolObject', 'side')",668
1125,"('SliceObject', 'grab')",665
1126,"('PickupObject', 'three')",664
1127,"('CoolObject', 'egg')",662
1128,"('HeatObject', 'right.')",661
1129,"('PickupObject', 'foot')",657
1130,"('HeatObject', 'top')",657
1131,"('GotoLocation', 'ahead.')",656
1132,"('PutObject', 'warm')",655
1133,"('PutObject', 'plate.')",654
1134,"('PickupObject', 'box.')",653
1135,"('GotoLocation', 'section')",653
1136,"('GotoLocation', 'books')",652
1137,"('GotoLocation', 'phones')",651
1138,"('GotoLocation', 'nearest')",650
1139,"('PickupObject', 'grey')",649
1140,"('CleanObject', 'tub.')",648
1141,"('PutObject', 'oven.')",647
1142,"('SliceObject', 'sliced')",647
1143,"('GotoLocation', 'tube')",647
1144,"('PickupObject', 'computer')",646
1145,"('PutObject', 'ladle')",644
1146,"('PickupObject', 'begin')",643
1147,"('GotoLocation', 'completely')",642
1148,"('PutObject', 'opposite')",642
1149,"('GotoLocation', 'already')",641
1150,"('CleanObject', 'coffee')",640
1151,"('SliceObject', 'heat')",640
1152,"('PickupObject', 'is.')",638
1153,"('CleanObject', 'stove')",638
1154,"('PutObject', 'stop')",637
1155,"('PickupObject', 'nightstand.')",636
1156,"('PickupObject', 'pink')",636
1157,"('GotoLocation', 'fruit')",636
1158,"('PickupObject', 'tall')",635
1159,"('PickupObject', 'return')",635
1160,"('PutObject', 'burner')",635
1161,"('GotoLocation', 'disc')",634
1162,"('PutObject', 'wait')",633
1163,"('PutObject', 'handle')",630
1164,"('PutObject', 'tank.')",630
1165,"('PickupObject', 'television')",629
1166,"('CleanObject', 'pan')",629
1167,"('PutObject', 'walking')",626
1168,"('GotoLocation', 'slice.')",626
1169,"('PickupObject', 'purple')",623
1170,"('GotoLocation', 'bat')",620
1171,"('GotoLocation', 'holder.')",620
1172,"('PutObject', 'cabbage')",620
1173,"('GotoLocation', 'little')",619
1174,"('SliceObject', 'plate')",619
1175,"('HeatObject', 'step')",617
1176,"('SliceObject', 'pot')",615
1177,"('CleanObject', 'step')",615
1178,"('SliceObject', 'island')",614
1179,"('CleanObject', 'stove.')",612
1180,"('PickupObject', 'putting')",611
1181,"('CoolObject', 'right.')",610
1182,"('GotoLocation', 'basket')",609
1183,"('ToggleObject', 'bed')",607
1184,"('GotoLocation', 'golden')",605
1185,"('PickupObject', 'seat')",603
1186,"('ToggleObject', 'take')",601
1187,"('PickupObject', 'safe')",600
1188,"('PutObject', 'nightstand')",600
1189,"('CoolObject', 'trash')",599
1190,"('GotoLocation', 'lap')",598
1191,"('GotoLocation', 'long')",598
1192,"('GotoLocation', 'bars')",598
1193,"('ToggleObject', 'towards')",597
1194,"('PutObject', 'rack')",597
1195,"('PickupObject', 'proceed')",596
1196,"('PutObject', 'floor')",596
1197,"('PutObject', 'sofa.')",596
1198,"('PutObject', 'return')",596
1199,"('CleanObject', 'top')",596
1200,"('GotoLocation', 'racket')",595
1201,"('PickupObject', 'find')",594
1202,"('PickupObject', 'way')",593
1203,"('CleanObject', 'inside')",593
1204,"('GotoLocation', 'plant')",591
1205,"('PutObject', 'three')",591
1206,"('PutObject', 'box.')",591
1207,"('PutObject', 'sitting')",590
1208,"('GotoLocation', 'locate')",587
1209,"('PickupObject', 'tissues')",586
1210,"('HeatObject', 'left.')",586
1211,"('PutObject', 'tank')",585
1212,"('CleanObject', 'microwave.')",585
1213,"('PutObject', 'window')",583
1214,"('PickupObject', 'directly')",582
1215,"('CleanObject', 'right.')",582
1216,"('HeatObject', 'piece')",582
1217,"('GotoLocation', 'degrees')",581
1218,"('SliceObject', 'can.')",580
1219,"('CleanObject', 'cloth')",580
1220,"('CleanObject', 'kettle')",580
1221,"('PickupObject', 'machine.')",579
1222,"('GotoLocation', 'cupboard.')",573
1223,"('PickupObject', 'throw')",572
1224,"('CoolObject', 'step')",571
1225,"('PutObject', 'statue')",570
1226,"('PutObject', 'foot')",568
1227,"('GotoLocation', 'shower')",567
1228,"('PickupObject', 'containing')",565
1229,"('PickupObject', 'lotion')",563
1230,"('PickupObject', 'sinks.')",563
1231,"('SliceObject', 'slices.')",562
1232,"('CoolObject', 'left.')",562
1233,"('SliceObject', 'straight')",561
1234,"('PutObject', 'begin')",560
1235,"('HeatObject', 'warm')",560
1236,"('PutObject', 'seat')",557
1237,"('PickupObject', 'dishwasher.')",556
1238,"('PickupObject', 'cabinets')",554
1239,"('SliceObject', 'butter')",553
1240,"('PutObject', 'television')",553
